Fecha,Year,IDCliente,IDProducto,Ventas,Costos,Unidades,IDVenta
2024-06-27,2024,C002,P002,1085.99,912.25,109,936
2024-06-28,2024,C002,P001,1301.01,914.00,110,937
2024-06-28,2024,C002,P002,1161.30,914.00,110,938
2024-06-28,2024,C003,P001,1255.06,914.00,109,939
2024-06-28,2024,C003,P002,1267.74,914.00,109,940
2024-06-29,2024,C001,P001,1332.94,915.75,112,941
2024-06-29,2024,C001,P002,1090.23,915.75,112,942
2024-06-29,2024,C002,P001,1331.41,915.75,111,943
2024-06-29,2024,C002,P002,1133.74,915.75,111,944
2024-06-29,2024,C003,P001,1209.43,915.75,110,945
2024-06-29,2024,C003,P002,1224.36,915.75,110,946
2024-06-30,2024,C001,P001,1161.20,917.50,113,947
2024-06-30,2024,C001,P002,1245.59,917.50,113,948
2024-06-30,2024,C003,P001,1295.21,917.50,111,949
2024-06-30,2024,C003,P002,1085.36,917.50,111,950
2024-06-31,2024,C001,P001,1301.83,919.25,114,951
2024-06-31,2024,C001,P002,1216.33,919.25,114,952
2024-06-31,2024,C002,P001,1205.25,919.25,113,953
2024-06-31,2024,C002,P002,1138.40,919.25,113,954
2024-07-01,2024,C001,P001,1190.37,866.75,83,955
2024-07-01,2024,C001,P002,1188.27,866.75,83,956
2024-07-01,2024,C002,P001,1272.30,866.75,82,957
2024-07-01,2024,C002,P002,1210.27,866.75,82,958
2024-07-01,2024,C003,P001,1191.17,866.75,81,959
2024-07-01,2024,C003,P002,1074.55,866.75,81,960
2024-07-02,2024,C001,P001,1190.66,868.50,84,961
2024-07-02,2024,C001,P002,1097.83,868.50,84,962
2024-07-02,2024,C003,P001,1240.87,868.50,82,963
2024-07-02,2024,C003,P002,1115.37,868.50,82,964
2024-07-03,2024,C001,P001,1127.74,870.25,85,965
2024-07-03,2024,C001,P002,1049.90,870.25,85,966
2024-07-03,2024,C002,P001,1118.05,870.25,84,967
2024-07-03,2024,C002,P002,1216.57,870.25,84,968
2024-07-03,2024,C003,P001,1105.55,870.25,83,969
2024-07-03,2024,C003,P002,1197.55,870.25,83,970
2024-07-04,2024,C001,P001,1276.95,872.00,86,971
2024-07-04,2024,C001,P002,1088.63,872.00,86,972
2024-07-04,2024,C002,P001,1135.52,872.00,85,973
2024-07-04,2024,C002,P002,1041.00,872.00,85,974
2024-07-04,2024,C003,P001,1235.99,872.00,84,975
2024-07-04,2024,C003,P002,1071.03,872.00,84,976
2024-07-05,2024,C001,P001,1238.02,873.75,87,977
2024-07-05,2024,C001,P002,1145.25,873.75,87,978
2024-07-05,2024,C002,P001,1227.21,873.75,86,979
2024-07-05,2024,C002,P002,1038.51,873.75,86,980
2024-07-05,2024,C003,P001,1125.19,873.75,85,981
2024-07-05,2024,C003,P002,1126.63,873.75,85,982
2024-07-06,2024,C001,P001,1294.36,875.50,88,983
2024-07-06,2024,C001,P002,1073.95,875.50,88,984
2024-07-06,2024,C002,P001,1116.91,875.50,87,985
2024-07-06,2024,C002,P002,1038.87,875.50,87,986
2024-07-06,2024,C003,P001,1175.03,875.50,86,987
2024-07-06,2024,C003,P002,1171.16,875.50,86,988
2024-07-07,2024,C001,P001,1269.94,877.25,89,989
2024-07-07,2024,C001,P002,1126.07,877.25,89,990
2024-07-07,2024,C002,P001,1111.02,877.25,88,991
2024-07-07,2024,C002,P002,1101.75,877.25,88,992
2024-07-07,2024,C003,P001,1166.12,877.25,87,993
2024-07-07,2024,C003,P002,1086.90,877.25,87,994
2024-07-08,2024,C001,P001,1231.92,879.00,90,995
2024-07-08,2024,C001,P002,1096.64,879.00,90,996
2024-07-08,2024,C002,P001,1122.28,879.00,89,997
2024-07-08,2024,C002,P002,1033.42,879.00,89,998
2024-07-08,2024,C003,P001,1253.18,879.00,88,999
2024-07-08,2024,C003,P002,1125.98,879.00,88,1000
2024-07-09,2024,C001,P001,1159.42,880.75,91,1001
2024-07-09,2024,C001,P002,1154.86,880.75,91,1002
2024-07-09,2024,C003,P001,1118.98,880.75,89,1003
2024-07-09,2024,C003,P002,1136.46,880.75,89,1004
2024-07-10,2024,C001,P001,1190.97,882.50,92,1005
2024-07-10,2024,C001,P002,1195.43,882.50,92,1006
2024-07-10,2024,C002,P001,1281.93,882.50,91,1007
2024-07-10,2024,C002,P002,1094.26,882.50,91,1008
2024-07-10,2024,C003,P001,1129.06,882.50,90,1009
2024-07-10,2024,C003,P002,1055.57,882.50,90,1010
2024-07-11,2024,C001,P001,1254.46,884.25,93,1011
2024-07-11,2024,C001,P002,1161.94,884.25,93,1012
2024-07-11,2024,C003,P001,1308.11,884.25,91,1013
2024-07-11,2024,C003,P002,1086.55,884.25,91,1014
2024-07-12,2024,C001,P001,1222.79,886.00,94,1015
2024-07-12,2024,C001,P002,1160.08,886.00,94,1016
2024-07-12,2024,C002,P001,1166.19,886.00,93,1017
2024-07-12,2024,C002,P002,1040.84,886.00,93,1018
2024-07-13,2024,C001,P001,1231.37,887.75,95,1019
2024-07-13,2024,C001,P002,1070.24,887.75,95,1020
2024-07-13,2024,C002,P001,1135.81,887.75,94,1021
2024-07-13,2024,C002,P002,1083.99,887.75,94,1022
2024-07-13,2024,C003,P001,1290.20,887.75,93,1023
2024-07-13,2024,C003,P002,1049.83,887.75,93,1024
2024-07-14,2024,C001,P001,1284.05,889.50,96,1025
2024-07-14,2024,C001,P002,1052.72,889.50,96,1026
2024-07-14,2024,C002,P001,1279.24,889.50,95,1027
2024-07-14,2024,C002,P002,1147.52,889.50,95,1028
2024-07-14,2024,C003,P001,1176.01,889.50,94,1029
2024-07-14,2024,C003,P002,1147.54,889.50,94,1030
2024-07-15,2024,C001,P001,1261.35,891.25,97,1031
2024-07-15,2024,C001,P002,1050.69,891.25,97,1032
2024-07-15,2024,C003,P001,1248.84,891.25,95,1033
2024-07-15,2024,C003,P002,1059.31,891.25,95,1034
2024-07-16,2024,C001,P001,1280.95,893.00,98,1035
2024-07-16,2024,C001,P002,1072.76,893.00,98,1036
2024-07-16,2024,C002,P001,1174.80,893.00,97,1037
2024-07-16,2024,C002,P002,1105.90,893.00,97,1038
2024-07-16,2024,C003,P001,1256.97,893.00,96,1039
2024-07-16,2024,C003,P002,1242.32,893.00,96,1040
2024-07-17,2024,C001,P001,1306.40,894.75,99,1041
2024-07-17,2024,C001,P002,1214.64,894.75,99,1042
2024-07-17,2024,C002,P001,1128.21,894.75,98,1043
2024-07-17,2024,C002,P002,1122.36,894.75,98,1044
2024-07-17,2024,C003,P001,1223.26,894.75,97,1045
2024-07-17,2024,C003,P002,1142.41,894.75,97,1046
2024-07-18,2024,C001,P001,1269.30,896.50,100,1047
2024-07-18,2024,C001,P002,1185.82,896.50,100,1048
2024-07-18,2024,C002,P001,1302.00,896.50,99,1049
2024-07-18,2024,C002,P002,1219.74,896.50,99,1050
2024-07-18,2024,C003,P001,1196.94,896.50,98,1051
2024-07-18,2024,C003,P002,1077.91,896.50,98,1052
2024-07-19,2024,C001,P001,1164.44,898.25,101,1053
2024-07-19,2024,C001,P002,1102.82,898.25,101,1054
2024-07-19,2024,C003,P001,1170.24,898.25,99,1055
2024-07-19,2024,C003,P002,1165.72,898.25,99,1056
2024-07-20,2024,C001,P001,1213.72,900.00,102,1057
2024-07-20,2024,C001,P002,1113.23,900.00,102,1058
2024-07-20,2024,C002,P001,1157.42,900.00,101,1059
2024-07-20,2024,C002,P002,1225.59,900.00,101,1060
2024-07-20,2024,C003,P001,1135.12,900.00,100,1061
2024-07-20,2024,C003,P002,1112.36,900.00,100,1062
2024-07-21,2024,C001,P001,1276.24,901.75,103,1063
2024-07-21,2024,C001,P002,1231.78,901.75,103,1064
2024-07-21,2024,C002,P001,1234.84,901.75,102,1065
2024-07-21,2024,C002,P002,1176.09,901.75,102,1066
2024-07-21,2024,C003,P001,1275.77,901.75,101,1067
2024-07-21,2024,C003,P002,1089.83,901.75,101,1068
2024-07-22,2024,C001,P001,1331.53,903.50,104,1069
2024-07-22,2024,C001,P002,1154.72,903.50,104,1070
2024-07-22,2024,C002,P001,1286.25,903.50,103,1071
2024-07-22,2024,C002,P002,1174.01,903.50,103,1072
2024-07-23,2024,C001,P001,1322.73,905.25,105,1073
2024-07-23,2024,C001,P002,1184.18,905.25,105,1074
2024-07-23,2024,C002,P001,1145.00,905.25,104,1075
2024-07-23,2024,C002,P002,1123.01,905.25,104,1076
2024-07-23,2024,C003,P001,1238.70,905.25,103,1077
2024-07-23,2024,C003,P002,1227.79,905.25,103,1078
2024-07-24,2024,C001,P001,1269.59,907.00,106,1079
2024-07-24,2024,C001,P002,1154.19,907.00,106,1080
2024-07-24,2024,C002,P001,1298.04,907.00,105,1081
2024-07-24,2024,C002,P002,1222.17,907.00,105,1082
2024-07-24,2024,C003,P001,1158.45,907.00,104,1083
2024-07-24,2024,C003,P002,1256.28,907.00,104,1084
2024-07-25,2024,C001,P001,1325.30,908.75,107,1085
2024-07-25,2024,C001,P002,1083.51,908.75,107,1086
2024-07-25,2024,C003,P001,1332.61,908.75,105,1087
2024-07-25,2024,C003,P002,1068.54,908.75,105,1088
2024-07-26,2024,C001,P001,1162.15,910.50,108,1089
2024-07-26,2024,C001,P002,1125.69,910.50,108,1090
2024-07-26,2024,C002,P001,1162.18,910.50,107,1091
2024-07-26,2024,C002,P002,1153.15,910.50,107,1092
2024-07-26,2024,C003,P001,1321.29,910.50,106,1093
2024-07-26,2024,C003,P002,1160.39,910.50,106,1094
2024-07-27,2024,C001,P001,1192.10,912.25,109,1095
2024-07-27,2024,C001,P002,1142.24,912.25,109,1096
2024-07-27,2024,C002,P001,1250.99,912.25,108,1097
2024-07-27,2024,C002,P002,1193.75,912.25,108,1098
2024-07-27,2024,C003,P001,1195.75,912.25,107,1099
2024-07-27,2024,C003,P002,1255.39,912.25,107,1100
2024-07-28,2024,C001,P001,1178.26,914.00,110,1101
2024-07-28,2024,C001,P002,1174.68,914.00,110,1102
2024-07-28,2024,C002,P001,1156.99,914.00,109,1103
2024-07-28,2024,C002,P002,1196.79,914.00,109,1104
2024-07-28,2024,C003,P001,1318.15,914.00,108,1105
2024-07-28,2024,C003,P002,1074.74,914.00,108,1106
2024-07-29,2024,C001,P001,1161.26,915.75,111,1107
2024-07-29,2024,C001,P002,1267.96,915.75,111,1108
2024-07-29,2024,C002,P001,1267.04,915.75,110,1109
2024-07-29,2024,C002,P002,1075.28,915.75,110,1110
2024-07-29,2024,C003,P001,1220.24,915.75,109,1111
2024-07-29,2024,C003,P002,1178.41,915.75,109,1112
2024-07-30,2024,C001,P001,1206.22,917.50,112,1113
2024-07-30,2024,C001,P002,1216.34,917.50,112,1114
2024-07-30,2024,C003,P001,1254.24,917.50,110,1115
2024-07-30,2024,C003,P002,1257.09,917.50,110,1116
2024-07-31,2024,C001,P001,1192.17,919.25,113,1117
2024-07-31,2024,C001,P002,1127.59,919.25,113,1118
2024-07-31,2024,C002,P001,1305.70,919.25,112,1119
2024-07-31,2024,C002,P002,1227.21,919.25,112,1120
2024-07-31,2024,C003,P001,1197.33,919.25,111,1121
2024-07-31,2024,C003,P002,1099.74,919.25,111,1122
2024-08-01,2024,C001,P001,1100.96,866.75,82,1123
2024-08-01,2024,C001,P002,1206.26,866.75,82,1124
2024-08-01,2024,C002,P001,1106.45,866.75,81,1125
2024-08-01,2024,C002,P002,1200.22,866.75,81,1126
2024-08-01,2024,C003,P001,1278.24,866.75,80,1127
2024-08-01,2024,C003,P002,1105.26,866.75,80,1128
2024-08-02,2024,C001,P001,1113.53,868.50,83,1129
2024-08-02,2024,C001,P002,1181.41,868.50,83,1130
2024-08-02,2024,C003,P001,1118.71,868.50,81,1131
2024-08-02,2024,C003,P002,1205.33,868.50,81,1132
2024-08-03,2024,C001,P001,1211.59,870.25,84,1133
2024-08-03,2024,C001,P002,1119.69,870.25,84,1134
2024-08-03,2024,C002,P001,1300.34,870.25,83,1135
2024-08-03,2024,C002,P002,1184.97,870.25,83,1136
2024-08-03,2024,C003,P001,1283.11,870.25,82,1137
2024-08-03,2024,C003,P002,1027.81,870.25,82,1138
2024-08-04,2024,C001,P001,1169.32,872.00,85,1139
2024-08-04,2024,C001,P002,1222.35,872.00,85,1140
2024-08-04,2024,C002,P001,1104.13,872.00,84,1141
2024-08-04,2024,C002,P002,1221.00,872.00,84,1142
2024-08-04,2024,C003,P001,1200.55,872.00,83,1143
2024-08-04,2024,C003,P002,1148.33,872.00,83,1144
2024-08-05,2024,C001,P001,1143.27,873.75,86,1145
2024-08-05,2024,C001,P002,1128.50,873.75,86,1146
2024-08-05,2024,C002,P001,1287.87,873.75,85,1147
2024-08-05,2024,C002,P002,1066.66,873.75,85,1148
2024-08-05,2024,C003,P001,1263.74,873.75,84,1149
2024-08-05,2024,C003,P002,1201.36,873.75,84,1150
2024-08-06,2024,C001,P001,1294.04,875.50,87,1151
2024-08-06,2024,C001,P002,1105.77,875.50,87,1152
2024-08-06,2024,C002,P001,1183.95,875.50,86,1153
2024-08-06,2024,C002,P002,1217.88,875.50,86,1154
2024-08-06,2024,C003,P001,1149.44,875.50,85,1155
2024-08-06,2024,C003,P002,1139.32,875.50,85,1156
2024-08-07,2024,C002,P001,1214.82,877.25,87,1157
2024-08-07,2024,C002,P002,1184.19,877.25,87,1158
2024-08-08,2024,C001,P001,1310.28,879.00,89,1159
2024-08-08,2024,C001,P002,1164.16,879.00,89,1160
2024-08-08,2024,C002,P001,1228.48,879.00,88,1161
2024-08-08,2024,C002,P002,1217.15,879.00,88,1162
2024-08-08,2024,C003,P001,1270.39,879.00,87,1163
2024-08-08,2024,C003,P002,1223.59,879.00,87,1164
2024-08-09,2024,C001,P001,1267.40,880.75,90,1165
2024-08-09,2024,C001,P002,1178.45,880.75,90,1166
2024-08-09,2024,C003,P001,1148.20,880.75,88,1167
2024-08-09,2024,C003,P002,1195.28,880.75,88,1168
2024-08-10,2024,C001,P001,1250.40,882.50,91,1169
2024-08-10,2024,C001,P002,1115.61,882.50,91,1170
2024-08-10,2024,C002,P001,1167.12,882.50,90,1171
2024-08-10,2024,C002,P002,1224.01,882.50,90,1172
2024-08-10,2024,C003,P001,1261.86,882.50,89,1173
2024-08-10,2024,C003,P002,1128.81,882.50,89,1174
2024-08-11,2024,C001,P001,1278.57,884.25,92,1175
2024-08-11,2024,C001,P002,1080.37,884.25,92,1176
2024-08-11,2024,C002,P001,1252.84,884.25,91,1177
2024-08-11,2024,C002,P002,1128.17,884.25,91,1178
2024-08-11,2024,C003,P001,1233.51,884.25,90,1179
2024-08-11,2024,C003,P002,1065.01,884.25,90,1180
2024-08-12,2024,C001,P001,1225.04,886.00,93,1181
2024-08-12,2024,C001,P002,1052.56,886.00,93,1182
2024-08-12,2024,C002,P001,1226.88,886.00,92,1183
2024-08-12,2024,C002,P002,1129.14,886.00,92,1184
2024-08-12,2024,C003,P001,1127.98,886.00,91,1185
2024-08-12,2024,C003,P002,1079.29,886.00,91,1186
2024-08-13,2024,C001,P001,1213.11,887.75,94,1187
2024-08-13,2024,C001,P002,1231.88,887.75,94,1188
2024-08-13,2024,C002,P001,1173.61,887.75,93,1189
2024-08-13,2024,C002,P002,1215.02,887.75,93,1190
2024-08-13,2024,C003,P001,1223.17,887.75,92,1191
2024-08-13,2024,C003,P002,1165.98,887.75,92,1192
2024-08-14,2024,C001,P001,1168.50,889.50,95,1193
2024-08-14,2024,C001,P002,1089.26,889.50,95,1194
2024-08-14,2024,C002,P001,1251.19,889.50,94,1195
2024-08-14,2024,C002,P002,1069.19,889.50,94,1196
2024-08-14,2024,C003,P001,1246.42,889.50,93,1197
2024-08-14,2024,C003,P002,1067.61,889.50,93,1198
2024-08-15,2024,C001,P001,1251.32,891.25,96,1199
2024-08-15,2024,C001,P002,1069.01,891.25,96,1200
2024-08-15,2024,C002,P001,1132.66,891.25,95,1201
2024-08-15,2024,C002,P002,1083.71,891.25,95,1202
2024-08-16,2024,C001,P001,1175.03,893.00,97,1203
2024-08-16,2024,C001,P002,1057.47,893.00,97,1204
2024-08-16,2024,C002,P001,1149.12,893.00,96,1205
2024-08-16,2024,C002,P002,1241.12,893.00,96,1206
2024-08-16,2024,C003,P001,1190.12,893.00,95,1207
2024-08-16,2024,C003,P002,1073.37,893.00,95,1208
2024-08-17,2024,C001,P001,1144.07,894.75,98,1209
2024-08-17,2024,C001,P002,1088.80,894.75,98,1210
2024-08-17,2024,C003,P001,1308.53,894.75,96,1211
2024-08-17,2024,C003,P002,1249.13,894.75,96,1212
2024-08-18,2024,C001,P001,1330.67,896.50,99,1213
2024-08-18,2024,C001,P002,1242.57,896.50,99,1214
2024-08-19,2024,C001,P001,1192.62,898.25,100,1215
2024-08-19,2024,C001,P002,1141.30,898.25,100,1216
2024-08-19,2024,C002,P001,1243.19,898.25,99,1217
2024-08-19,2024,C002,P002,1169.74,898.25,99,1218
2024-08-19,2024,C003,P001,1154.61,898.25,98,1219
2024-08-19,2024,C003,P002,1171.81,898.25,98,1220
2024-08-20,2024,C001,P001,1139.21,900.00,101,1221
2024-08-20,2024,C001,P002,1215.84,900.00,101,1222
2024-08-20,2024,C002,P001,1155.63,900.00,100,1223
2024-08-20,2024,C002,P002,1240.22,900.00,100,1224
2024-08-20,2024,C003,P001,1156.95,900.00,99,1225
2024-08-20,2024,C003,P002,1156.81,900.00,99,1226
2024-08-21,2024,C001,P001,1309.82,901.75,102,1227
2024-08-21,2024,C001,P002,1167.84,901.75,102,1228
2024-08-21,2024,C002,P001,1159.70,901.75,101,1229
2024-08-21,2024,C002,P002,1186.36,901.75,101,1230
2024-08-21,2024,C003,P001,1212.83,901.75,100,1231
2024-08-21,2024,C003,P002,1166.34,901.75,100,1232
2024-08-22,2024,C001,P001,1226.42,903.50,103,1233
2024-08-22,2024,C001,P002,1061.77,903.50,103,1234
2024-08-22,2024,C002,P001,1198.78,903.50,102,1235
2024-08-22,2024,C002,P002,1182.29,903.50,102,1236
2024-08-22,2024,C003,P001,1155.50,903.50,101,1237
2024-08-22,2024,C003,P002,1256.12,903.50,101,1238
2024-08-23,2024,C001,P001,1153.26,905.25,104,1239
2024-08-23,2024,C001,P002,1219.34,905.25,104,1240
2024-08-23,2024,C002,P001,1169.13,905.25,103,1241
2024-08-23,2024,C002,P002,1165.05,905.25,103,1242
2024-08-23,2024,C003,P001,1212.88,905.25,102,1243
2024-08-23,2024,C003,P002,1123.77,905.25,102,1244
2024-08-24,2024,C001,P001,1277.76,907.00,105,1245
2024-08-24,2024,C001,P002,1154.49,907.00,105,1246
2024-08-24,2024,C002,P001,1205.72,907.00,104,1247
2024-08-24,2024,C002,P002,1126.96,907.00,104,1248
2024-08-25,2024,C001,P001,1197.72,908.75,106,1249
2024-08-25,2024,C001,P002,1138.01,908.75,106,1250
2024-08-25,2024,C002,P001,1255.62,908.75,105,1251
2024-08-25,2024,C002,P002,1230.43,908.75,105,1252
2024-08-25,2024,C003,P001,1290.59,908.75,104,1253
2024-08-25,2024,C003,P002,1102.45,908.75,104,1254
2024-08-26,2024,C001,P001,1160.37,910.50,107,1255
2024-08-26,2024,C001,P002,1083.74,910.50,107,1256
2024-08-26,2024,C003,P001,1325.52,910.50,105,1257
2024-08-26,2024,C003,P002,1260.82,910.50,105,1258
2024-08-27,2024,C001,P001,1151.88,912.25,108,1259
2024-08-27,2024,C001,P002,1093.57,912.25,108,1260
2024-08-27,2024,C002,P001,1297.35,912.25,107,1261
2024-08-27,2024,C002,P002,1188.53,912.25,107,1262
2024-08-28,2024,C001,P001,1341.17,914.00,109,1263
2024-08-28,2024,C001,P002,1215.68,914.00,109,1264
2024-08-28,2024,C002,P001,1267.16,914.00,108,1265
2024-08-28,2024,C002,P002,1091.85,914.00,108,1266
2024-08-28,2024,C003,P001,1166.88,914.00,107,1267
2024-08-28,2024,C003,P002,1165.80,914.00,107,1268
2024-08-29,2024,C002,P001,1339.01,915.75,109,1269
2024-08-29,2024,C002,P002,1225.48,915.75,109,1270
2024-08-29,2024,C003,P001,1155.17,915.75,108,1271
2024-08-29,2024,C003,P002,1184.62,915.75,108,1272
2024-08-30,2024,C001,P001,1211.09,917.50,111,1273
2024-08-30,2024,C001,P002,1251.38,917.50,111,1274
2024-08-30,2024,C002,P001,1260.11,917.50,110,1275
2024-08-30,2024,C002,P002,1228.10,917.50,110,1276
2024-08-31,2024,C001,P001,1198.14,919.25,112,1277
2024-08-31,2024,C001,P002,1173.99,919.25,112,1278
2024-08-31,2024,C002,P001,1189.75,919.25,111,1279
2024-08-31,2024,C002,P002,1146.81,919.25,111,1280
2024-09-01,2024,C001,P001,1105.86,866.75,81,1281
2024-09-01,2024,C001,P002,1110.22,866.75,81,1282
2024-09-01,2024,C002,P001,1112.76,866.75,80,1283
2024-09-01,2024,C002,P002,1160.96,866.75,80,1284
2024-09-01,2024,C003,P001,1273.58,866.75,79,1285
2024-09-01,2024,C003,P002,1131.49,866.75,79,1286
2024-09-02,2024,C001,P001,1125.03,868.50,82,1287
2024-09-02,2024,C001,P002,1081.59,868.50,82,1288
2024-09-02,2024,C003,P001,1300.66,868.50,80,1289
2024-09-02,2024,C003,P002,1117.97,868.50,80,1290
2024-09-03,2024,C001,P001,1193.55,870.25,83,1291
2024-09-03,2024,C001,P002,1152.57,870.25,83,1292
2024-09-03,2024,C002,P001,1267.32,870.25,82,1293
2024-09-03,2024,C002,P002,1174.83,870.25,82,1294
2024-09-03,2024,C003,P001,1109.53,870.25,81,1295
2024-09-03,2024,C003,P002,1054.16,870.25,81,1296
2024-09-04,2024,C002,P001,1227.65,872.00,83,1297
2024-09-04,2024,C002,P002,1169.62,872.00,83,1298
2024-09-04,2024,C003,P001,1159.25,872.00,82,1299
2024-09-04,2024,C003,P002,1148.58,872.00,82,1300
2024-09-05,2024,C001,P001,1171.20,873.75,85,1301
2024-09-05,2024,C001,P002,1212.03,873.75,85,1302
2024-09-05,2024,C002,P001,1217.11,873.75,84,1303
2024-09-05,2024,C002,P002,1055.65,873.75,84,1304
2024-09-06,2024,C001,P001,1299.68,875.50,86,1305
2024-09-06,2024,C001,P002,1206.43,875.50,86,1306
2024-09-06,2024,C002,P001,1231.59,875.50,85,1307
2024-09-06,2024,C002,P002,1030.40,875.50,85,1308
2024-09-06,2024,C003,P001,1136.13,875.50,84,1309
2024-09-06,2024,C003,P002,1067.32,875.50,84,1310
2024-09-07,2024,C001,P001,1140.08,877.25,87,1311
2024-09-07,2024,C001,P002,1108.37,877.25,87,1312
2024-09-07,2024,C002,P001,1299.88,877.25,86,1313
2024-09-07,2024,C002,P002,1194.69,877.25,86,1314
2024-09-07,2024,C003,P001,1305.52,877.25,85,1315
2024-09-07,2024,C003,P002,1176.55,877.25,85,1316
2024-09-08,2024,C001,P001,1198.15,879.00,88,1317
2024-09-08,2024,C001,P002,1062.86,879.00,88,1318
2024-09-08,2024,C002,P001,1241.81,879.00,87,1319
2024-09-08,2024,C002,P002,1098.74,879.00,87,1320
2024-09-08,2024,C003,P001,1134.87,879.00,86,1321
2024-09-08,2024,C003,P002,1210.19,879.00,86,1322
2024-09-09,2024,C001,P001,1289.52,880.75,89,1323
2024-09-09,2024,C001,P002,1110.35,880.75,89,1324
2024-09-09,2024,C002,P001,1172.07,880.75,88,1325
2024-09-09,2024,C002,P002,1070.85,880.75,88,1326
2024-09-09,2024,C003,P001,1226.39,880.75,87,1327
2024-09-09,2024,C003,P002,1203.76,880.75,87,1328
2024-09-10,2024,C001,P001,1192.96,882.50,90,1329
2024-09-10,2024,C001,P002,1142.25,882.50,90,1330
2024-09-10,2024,C002,P001,1315.01,882.50,89,1331
2024-09-10,2024,C002,P002,1040.35,882.50,89,1332
2024-09-10,2024,C003,P001,1259.91,882.50,88,1333
2024-09-10,2024,C003,P002,1066.30,882.50,88,1334
2024-09-11,2024,C001,P001,1146.99,884.25,91,1335
2024-09-11,2024,C001,P002,1098.06,884.25,91,1336
2024-09-11,2024,C002,P001,1254.51,884.25,90,1337
2024-09-11,2024,C002,P002,1084.95,884.25,90,1338
2024-09-12,2024,C001,P001,1256.59,886.00,92,1339
2024-09-12,2024,C001,P002,1100.60,886.00,92,1340
2024-09-12,2024,C002,P001,1222.41,886.00,91,1341
2024-09-12,2024,C002,P002,1161.47,886.00,91,1342
2024-09-12,2024,C003,P001,1146.95,886.00,90,1343
2024-09-12,2024,C003,P002,1079.30,886.00,90,1344
2024-09-13,2024,C001,P001,1311.96,887.75,93,1345
2024-09-13,2024,C001,P002,1077.95,887.75,93,1346
2024-09-13,2024,C003,P001,1315.70,887.75,91,1347
2024-09-13,2024,C003,P002,1156.81,887.75,91,1348
2024-09-14,2024,C001,P001,1128.20,889.50,94,1349
2024-09-14,2024,C001,P002,1076.08,889.50,94,1350
2024-09-14,2024,C002,P001,1296.37,889.50,93,1351
2024-09-14,2024,C002,P002,1073.88,889.50,93,1352
2024-09-15,2024,C001,P001,1226.36,891.25,95,1353
2024-09-15,2024,C001,P002,1160.11,891.25,95,1354
2024-09-15,2024,C002,P001,1144.32,891.25,94,1355
2024-09-15,2024,C002,P002,1153.30,891.25,94,1356
2024-09-15,2024,C003,P001,1133.02,891.25,93,1357
2024-09-15,2024,C003,P002,1163.61,891.25,93,1358
2024-09-16,2024,C001,P001,1246.26,893.00,96,1359
2024-09-16,2024,C001,P002,1226.62,893.00,96,1360
2024-09-16,2024,C002,P001,1174.32,893.00,95,1361
2024-09-16,2024,C002,P002,1176.06,893.00,95,1362
2024-09-16,2024,C003,P001,1245.41,893.00,94,1363
2024-09-16,2024,C003,P002,1230.65,893.00,94,1364
2024-09-17,2024,C002,P001,1269.97,894.75,96,1365
2024-09-17,2024,C002,P002,1117.71,894.75,96,1366
2024-09-17,2024,C003,P001,1283.23,894.75,95,1367
2024-09-17,2024,C003,P002,1243.21,894.75,95,1368
2024-09-18,2024,C001,P001,1248.48,896.50,98,1369
2024-09-18,2024,C001,P002,1172.19,896.50,98,1370
2024-09-18,2024,C002,P001,1332.75,896.50,97,1371
2024-09-18,2024,C002,P002,1123.08,896.50,97,1372
2024-09-18,2024,C003,P001,1295.27,896.50,96,1373
2024-09-18,2024,C003,P002,1161.39,896.50,96,1374
2024-09-19,2024,C001,P001,1271.19,898.25,99,1375
2024-09-19,2024,C001,P002,1254.51,898.25,99,1376
2024-09-19,2024,C003,P001,1146.62,898.25,97,1377
2024-09-19,2024,C003,P002,1126.82,898.25,97,1378
2024-09-20,2024,C002,P001,1165.86,900.00,99,1379
2024-09-20,2024,C002,P002,1183.40,900.00,99,1380
2024-09-20,2024,C003,P001,1308.19,900.00,98,1381
2024-09-20,2024,C003,P002,1134.47,900.00,98,1382
2024-09-21,2024,C001,P001,1313.60,901.75,101,1383
2024-09-21,2024,C001,P002,1119.08,901.75,101,1384
2024-09-21,2024,C002,P001,1327.14,901.75,100,1385
2024-09-21,2024,C002,P002,1071.42,901.75,100,1386
2024-09-22,2024,C001,P001,1189.02,903.50,102,1387
2024-09-22,2024,C001,P002,1098.15,903.50,102,1388
2024-09-22,2024,C002,P001,1209.95,903.50,101,1389
2024-09-22,2024,C002,P002,1064.71,903.50,101,1390
2024-09-23,2024,C001,P001,1269.30,905.25,103,1391
2024-09-23,2024,C001,P002,1098.67,905.25,103,1392
2024-09-23,2024,C002,P001,1217.08,905.25,102,1393
2024-09-23,2024,C002,P002,1209.06,905.25,102,1394
2024-09-23,2024,C003,P001,1305.54,905.25,101,1395
2024-09-23,2024,C003,P002,1110.83,905.25,101,1396
2024-09-24,2024,C001,P001,1209.61,907.00,104,1397
2024-09-24,2024,C001,P002,1094.14,907.00,104,1398
2024-09-24,2024,C002,P001,1266.50,907.00,103,1399
2024-09-24,2024,C002,P002,1141.45,907.00,103,1400
2024-09-24,2024,C003,P001,1289.89,907.00,102,1401
2024-09-24,2024,C003,P002,1076.77,907.00,102,1402
